0
-39.480735983801989859249837378249831019549950616242972757189627682807630476347398034816784487724580667884623146200054620642717699425679770541676217483679799457145054918284338134636140688526876356895015
-38.329443437304967323009865779136377375077633485993113215267528926749718308703287927235223997408056948705255096254273849663647446725441935555910397387896110815517448752526271194882595951984155665000639
-37.178150890807944477313456112387764909427412043718805422549944105523624271498297763267293443057131172873559198913428741963773365954576561465338263904759113976866441794668556955811549454064828553684978
-36.026858344310921939218308665190955599758853123828192441970954496339251450690291136619540888152910519991804032640238727706534720573907361765231386266613470139810731015184316661416830121610383167700522
-34.875565797813899552814941703885581928838001509975262538662243617493794068641432049044725781661197974286345382440525746823032813315896116190984075599821035266589524700041010914157476374209662573043117
-33.724273251316878482334593774536469639286309702475238437437613337105564344482657325420050293238130194140443699936220680016735915424109957049427357629220753823954994412393688304644195462313162860968349
-32.572980704819860690662798627663395975213907452494841211814912966433303462153910387954878564167324277760688487387289223381965868587743102036910944416694088846026217152281332307705574794681325383673852
-31.421688158322855087127087776612573159617902843465579372310384887138821337023655667852147060315168086380815544585221045925424934870717130136359286542381853246366480184871893176767436936318012959829158
-30.270395611825885401671828823568938906724582769138313434983567065008209035853498019142966353483369289076994757837637827787233744105605234721140109235498770269770682864145863383184480217501130395690242
-29.119103065329031117383179268702821472217958163544666707072754090438304466000787399081771319324005974662168089846532068236822610110143780328367220747084377967127466926388017586204009130059537676748813
-27.967810518832541493765027488347590849649159702146355204925352569957344581030904929510785781167016788458298633373236009416108084519892984838975045940946090730943886124329040786230266816192628282801466
-26.816517972337204107675693472588957853258111010321181310283909501936405405382889942209891212784990585781591522862764378342957842830504296497259600225626358429688980735897325504398608011599935989700149
-25.665225425845512199194407649202727202091772148204119396337165961706220933842658018651140787398359715495443580346471938305626358116204007249333678392694407659788166415217470374908826065074237406033073
-24.513932879365347107496571847618620781270287857515137231159050872767525625164672608042112262629576072903230070485329220994514996431561058571451955198035704424863205402050980975816030407061228421836871
-23.362640332921632819257380936007689660556747857429455895587422434310066709704977722324009059717434668468097240373827604187541976529100400195587813480627640575900001380892059145230072772886885787886468
-22.211347786593186115460945720639242533851846949805222039821486183849436507036090806521898752983955919796741596984317999893188155058216808359470984603200465547671627308280694249371351969951071697354017
-21.060055240629248302937132284992699478126813770137646658486646351367267424851100244123888711778699055522570577175124793388417434373643377685202086663139398735236887735017463944242765017197148015723595
-19.908762695817983702175693516425832116331178776170898445176116292263679904790894631628974033285162178144260984928483403308977855562802031806798533195598267092552265021641886159202189613321658722576698
-18.757470154651769883078934115837575248490725143319411997197964108444183575928781046859507700502008196597025034587815266962269737452617785299166768905843364486350402548104548672929971350435502784853902
-17.606177625011948541526533091998720088233690534279239427535348537525326575466393838695014677515689832524082233325615626228633872460755857073150919222876265322509603288106055719005344538165986054042806
-16.454885131819129831299586351493368094960695644558288369838562496975197149170656904191876077040958135520061152653807519347431254429652419015571692399945281810387876104943618906938347105904989818855302
