0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
6.94383961041097e-18,1.8398562209763702e-17,3.329709339710793e-18,9.010756882972796e-17,6.379988948377211e-17,8.953063280750181e-17,6.168868805050226e-17,1.2966423268349755e-16,1.3766762161408538e-16,7.344342177100026e-17,1.9598301324936348e-16,1.923644858382056e-16,2.351563880416891e-16,2.1841388528279492e-16,8.969663917634638e-17,8.248834251770198e-17,2.545410180960319e-16,9.244862677699598e-17,1.756358894359448e-16,1.804254619051787e-16,1.1576132835505922e-16,3.177020677858331e-16,3.075923349363931e-16,3.7831843470011486e-16,1.4788922350665e-16,3.577168027589704e-16,4.152755249196656e-16,1.3780253961651598e-16,1.5935914086490145e-16,2.9642695538007286e-16,3.0675090775854185e-16,2.0531343268772015e-16,5.579462838064836e-16,6.041820543966787e-16,6.974764999398122e-16,3.187637528831165e-16,7.277123282967342e-16,8.207993185472926e-16,3.4246416962710125e-16,8.207564262482565e-16,8.545581559639104e-16,1.0186944248072399e-15,8.801004430851074e-16,1.0385697508659136e-15,3.561768580098966e-16,3.2444612542677926e-16,3.720164628115573e-16,6.92840429942547e-16,7.155216864784554e-16,4.853647795465092e-16,1.339638080892493e-15,1.5100844321140617e-15,1.6965028227888102e-15,1.93879747518584e-15,2.1270535361833516e-15,8.976494348312027e-16,1.0949999802915774e-15,2.747483473852475e-18,1.1992613530759315e-18,7.594619798052727e-18,1.1550436121992518e-18,5.261017980446666e-19,8.708484702608636e-18,1.1025471188054116e-17,1.4216036281555214e-17,6.665241967759847e-17,4.69098533718494e-17,6.541028770330663e-17,5.044811331541141e-17,1.0127809373887913e-16,1.0494073081392482e-16,6.545771500884206e-17,2.0481298771709385e-16,1.8174811509329342e-16,2.3069972382045453e-16,1.120573539916545e-16,2.5429829472370455e-16,1.1627707508877458e-16,2.841387291912279e-16,1.6203193519854588e-16,2.6805816062390664e-16,2.8986010377107133e-16,2.3664735293973004e-16,8.754524287347313e-16,6.986731530880939e-16,9.216771376226402e-16,6.134930544159675e-16,1.2453480086833817e-15,1.3142442809563923e-15,8.260026294173133e-16,3.882160583668095e-15,3.0574610856219916e-15,3.9829517863610275e-15,3.424992179653445e-15,7.282150661260484e-15,7.070221325464214e-15,2.449421405885829e-15,3.3109707627591366e-15,6.132355905810284e-15,6.551164245019362e-15
