0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
6.018467912125303e-10,5.2510540471682746e-09,3.1863709133495866e-09,4.9172808061741824e-09,7.3680708603031736e-09,7.999449737437133e-09,3.2879788070982545e-09,3.2577588841986204e-09,3.6922477341357322e-09,7.063209092847363e-09,7.272646460622316e-09,4.4138410030383e-09,1.1185172875983087e-08,1.037228044547277e-08,1.326364874970172e-08,1.0049912708711558e-08,1.2423562366497506e-08,3.693086240948085e-09,2.69992772710652e-09,1.6831400645897079e-09,4.788431235191628e-09,4.2986603742418474e-09,1.050291112763771e-09,1.062430995997795e-09,1.767634403231824e-09,4.6226191751275075e-09,5.226827258283595e-09,3.0212591366675915e-09,4.312271893611368e-09,1.2070901016423576e-08,1.3095827593329275e-08,1.519865368408116e-08,1.7329508029920564e-08,1.495031641604005e-08,6.140109008847159e-09,5.536760742077846e-09,1.1521621215703674e-08,5.7533289010175e-09,1.1625363903392546e-08,6.716372998641422e-09,1.695682165563153e-08,1.595446837265416e-08,2.0153834641419276e-08,1.9594200883273822e-08,1.622858133124123e-08,6.304685264183209e-09,5.422291885323352e-09,4.2873072845497207e-10,1.9152197522798975e-10,1.8609247942880256e-10,8.504706041646502e-11,1.114690376097122e-09,1.3321652141907362e-09,1.6624110094288862e-09,1.9787023901837585e-09,8.295135359752999e-09,6.280524990371895e-09,1.1562490620943314e-08,1.2402064616853358e-08,8.529382112101714e-09
