0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
3.41193967557264e-15,1.0410329853337538e-15,1.556773399771467e-14,3.754687793908301e-14,5.466669486370489e-14,6.703378140185307e-14,2.076751307361657e-14,2.953718428298349e-14,2.7358968850460774e-14,4.2215316264968766e-14,3.473809558903921e-14,5.4516992601890177e-14,6.249115392457763e-14,6.167618123352296e-14,1.4354861328130908e-13,2.2348941059176504e-13,5.431473460867343e-13,8.374222434102281e-13,1.5218531113735484e-12,1.6851520233625828e-12,5.952704786129425e-13,4.333939477227613e-13,5.431816349830023e-13,8.495572290338551e-13,1.2334888883507169e-12,2.7827879775894474e-12,4.240194482533272e-12,7.626047616902549e-12,8.414267958502623e-12,3.3224389042506052e-12,3.4961724801967847e-12,5.2633030782675785e-12,4.522478206587495e-12,1.1571746725648291e-11,1.117623564018204e-11,2.3737324931882073e-12,1.1032720760080193e-12,1.8173577420895631e-12,1.6524200528362666e-12,2.0267865497957475e-12,3.4379821165602325e-12,3.0661024805837323e-12,7.793461831066789e-12,7.587317645112774e-12,1.5548424167150707e-12,6.255378847635267e-13,1.142832836390987e-12,8.189318186894179e-13,7.887426533552225e-13,8.383499561910896e-13,6.907851851870787e-13,8.311707296757836e-13,1.3224250416541923e-12,1.851796561596594e-12,3.825491180030564e-12,4.622084919162496e-12,9.74134908827849e-12,1.0184029064103425e-11,2.8521056821618723e-12,1.669364914953608e-12,2.3911717976024917e-12,2.8726062300790813e-12,3.852304538260649e-12,7.649357396250232e-12,9.4719293848944e-12,1.937298399280119e-11,2.0355085787021938e-11,6.508365220527799e-12,6.300322197050377e-12,8.240444511589704e-12,5.5082642635745664e-12,2.416433746546779e-12,7.7904679614446e-13,1.6317548676467238e-12,6.306164109501932e-13,7.929296696184107e-13,8.483002583630398e-13,3.503350156950456e-13,1.5049639305357886e-11,1.6530048263454432e-11
