-0.77881,0
-1.3827,0
-1.7254,0
-1.0154,0
-1.1582,0
-0.38553,0
-0.53695,0
-0.62986,0
-0.13857,0
-0.92574,0
-1.245,0
-1.5978,0
-1.5169,0
-0.86988,0
0.26228,0
-1.9221,0
-1.298,0
-2.9974,0
-2.2121,0
-2.9541,0
0.014635,0
-0.29142,0
-0.23311,0
-2.0372,0
-1.802,0
-1.8485,0
-2.9872,0
-2.9999,0
-2.977,0
-2.9009,0
0.10933,0
2.93,0
2.9732,0
-2.3719,0
-2.8581,0
-2.5956,0
2.9898,0
0.50813,0
2.818,0
-2.4626,0
2.9961,0
0.65844,0
-2.773,0
-2.9236,0
2.8933,0
2.9591,0
2.8668,0
2.9489,0
0.41454,0
0.89785,0
2.7234,0
1.8253,0
1.2715,0
2.5313,0
-2.6691,0
1.4915,0
2.1265,0
2.2939,0
1.6225,0
2.0157,0
2.6556,0
-2.711,0
1.0429,0
2.3897,0
1.9445,0
1.1311,0
-2.3127,0
1.7014,0
2.4457,0
0.75051,0
2.7617,0
1.4086,0
-2.5154,0
-2.8279,0
-2.1057,0
2.6102,0
2.2318,0
2.1922,0
1.3567,0
0.80704,0
-2.5469,0
2.7841,0
-2.8078,0
2.5808,0
-2.9362,0
-2.275,0
-2.147,0
2.9985,0
1.7493,0
0.35649,0
-2.9692,0
2.4792,0
0.16781,0
-0.68697,0
-2.7355,0
-1.4661,0
2.849,0
0.98777,0
1.1851,0
1.8996,0
