23.84,22.791,21.778,20.8,19.858,18.951,18.08,17.244,16.444,15.68,14.951,14.258,13.6,12.978,12.391,11.84,11.324,10.844,10.4,9.9911,9.6178,9.28,8.9778,8.7111,8.48,8.2844,8.1244,8,7.9111,7.8578,7.84,7.8578,7.9111,8,8.1244,8.2844,8.48,8.7111,8.9778,9.28,9.6178,9.9911,10.4,10.844,11.324,11.84,12.391,12.978,13.6,14.258,14.951,15.68,16.444,17.244,18.08,18.951,19.858,20.8,21.778,22.791,23.84
23.398,22.35,21.336,20.358,19.416,18.51,17.638,16.803,16.003,15.238,14.51,13.816,13.158,12.536,11.95,11.398,10.883,10.403,9.9584,9.5495,9.1762,8.8384,8.5362,8.2695,8.0384,7.8428,7.6828,7.5584,7.4695,7.4162,7.3984,7.4162,7.4695,7.5584,7.6828,7.8428,8.0384,8.2695,8.5362,8.8384,9.1762,9.5495,9.9584,10.403,10.883,11.398,11.95,12.536,13.158,13.816,14.51,15.238,16.003,16.803,17.638,18.51,19.416,20.358,21.336,22.35,23.398
22.97,21.921,20.907,19.93,18.987,18.081,17.21,16.374,15.574,14.81,14.081,13.387,12.73,12.107,11.521,10.97,10.454,9.974,9.5296,9.1207,8.7474,8.4096,8.1074,7.8407,7.6096,7.414,7.254,7.1296,7.0407,6.9874,6.9696,6.9874,7.0407,7.1296,7.254,7.414,7.6096,7.8407,8.1074,8.4096,8.7474,9.1207,9.5296,9.974,10.454,10.97,11.521,12.107,12.73,13.387,14.081,14.81,15.574,16.374,17.21,18.081,18.987,19.93,20.907,21.921,22.97
22.554,21.505,20.491,19.514,18.571,17.665,16.794,15.958,15.158,14.394,13.665,12.971,12.314,11.691,11.105,10.554,10.038,9.558,9.1136,8.7047,8.3314,7.9936,7.6914,7.4247,7.1936,6.998,6.838,6.7136,6.6247,6.5714,6.5536,6.5714,6.6247,6.7136,6.838,6.998,7.1936,7.4247,7.6914,7.9936,8.3314,8.7047,9.1136,9.558,10.038,10.554,11.105,11.691,12.314,12.971,13.665,14.394,15.158,15.958,16.794,17.665,18.571,19.514,20.491,21.505,22.554
22.15,21.102,20.088,19.11,18.168,17.262,16.39,15.555,14.755,13.99,13.262,12.568,11.91,11.288,10.702,10.15,9.6348,9.1548,8.7104,8.3015,7.9282,7.5904,7.2882,7.0215,6.7904,6.5948,6.4348,6.3104,6.2215,6.1682,6.1504,6.1682,6.2215,6.3104,6.4348,6.5948,6.7904,7.0215,7.2882,7.5904,7.9282,8.3015,8.7104,9.1548,9.6348,10.15,10.702,11.288,11.91,12.568,13.262,13.99,14.755,15.555,16.39,17.262,18.168,19.11,20.088,21.102,22.15
21.76,20.711,19.698,18.72,17.778,16.871,16,15.164,14.364,13.6,12.871,12.178,11.52,10.898,10.311,9.76,9.2444,8.7644,8.32,7.9111,7.5378,7.2,6.8978,6.6311,6.4,6.2044,6.0444,5.92,5.8311,5.7778,5.76,5.7778,5.8311,5.92,6.0444,6.2044,6.4,6.6311,6.8978,7.2,7.5378,7.9111,8.32,8.7644,9.2444,9.76,10.311,10.898,11.52,12.178,12.871,13.6,14.364,15.164,16,16.871,17.778,18.72,19.698,20.711,21.76
21.382,20.334,19.32,18.342,17.4,16.494,15.622,14.787,13.987,13.222,12.494,11.8,11.142,10.52,9.9335,9.3824,8.8668,8.3868,7.9424,7.5335,7.1602,6.8224,6.5202,6.2535,6.0224,5.8268,5.6668,5.5424,5.4535,5.4002,5.3824,5.4002,5.4535,5.5424,5.6668,5.8268,6.0224,6.2535,6.5202,6.8224,7.1602,7.5335,7.9424,8.3868,8.8668,9.3824,9.9335,10.52,11.142,11.8,12.494,13.222,13.987,14.787,15.622,16.494,17.4,18.342,19.32,20.334,21.382
21.018,19.969,18.955,17.978,17.035,16.129,15.258,14.422,13.622,12.858,12.129,11.435,10.778,10.155,9.5687,9.0176,8.502,8.022,7.5776,7.1687,6.7954,6.4576,6.1554,5.8887,5.6576,5.462,5.302,5.1776,5.0887,5.0354,5.0176,5.0354,5.0887,5.1776,5.302,5.462,5.6576,5.8887,6.1554,6.4576,6.7954,7.1687,7.5776,8.022,8.502,9.0176,9.5687,10.155,10.778,11.435,12.129,12.858,13.622,14.422,15.258,16.129,17.035,17.978,18.955,19.969,21.018
20.666,19.617,18.603,17.626,16.683,15.777,14.906,14.07,13.27,12.506,11.777,11.083,10.426,9.8034,9.2167,8.6656,8.15,7.67,7.2256,6.8167,6.4434,6.1056,5.8034,5.5367,5.3056,5.11,4.95,4.8256,4.7367,4.6834,4.6656,4.6834,4.7367,4.8256,4.95,5.11,5.3056,5.5367,5.8034,6.1056,6.4434,6.8167,7.2256,7.67,8.15,8.6656,9.2167,9.8034,10.426,11.083,11.777,12.506,13.27,14.07,14.906,15.777,16.683,17.626,18.603,19.617,20.666
20.326,19.278,18.264,17.286,16.344,15.438,14.566,13.731,12.931,12.166,11.438,10.744,10.086,9.4642,8.8775,8.3264,7.8108,7.3308,6.8864,6.4775,6.1042,5.7664,5.4642,5.1975,4.9664,4.7708,4.6108,4.4864,4.3975,4.3442,4.3264,4.3442,4.3975,4.4864,4.6108,4.7708,4.9664,5.1975,5.4642,5.7664,6.1042,6.4775,6.8864,7.3308,7.8108,8.3264,8.8775,9.4642,10.086,10.744,11.438,12.166,12.931,13.731,14.566,15.438,16.344,17.286,18.264,19.278,20.326
20,18.951,17.938,16.96,16.018,15.111,14.24,13.404,12.604,11.84,11.111,10.418,9.76,9.1378,8.5511,8,7.4844,7.0044,6.56,6.1511,5.7778,5.44,5.1378,4.8711,4.64,4.4444,4.2844,4.16,4.0711,4.0178,4,4.0178,4.0711,4.16,4.2844,4.4444,4.64,4.8711,5.1378,5.44,5.7778,6.1511,6.56,7.0044,7.4844,8,8.5511,9.1378,9.76,10.418,11.111,11.84,12.604,13.404,14.24,15.111,16.018,16.96,17.938,18.951,20
19.686,18.638,17.624,16.646,15.704,14.798,13.926,13.091,12.291,11.526,10.798,10.104,9.4464,8.8242,8.2375,7.6864,7.1708,6.6908,6.2464,5.8375,5.4642,5.1264,4.8242,4.5575,4.3264,4.1308,3.9708,3.8464,3.7575,3.7042,3.6864,3.7042,3.7575,3.8464,3.9708,4.1308,4.3264,4.5575,4.8242,5.1264,5.4642,5.8375,6.2464,6.6908,7.1708,7.6864,8.2375,8.8242,9.4464,10.104,10.798,11.526,12.291,13.091,13.926,14.798,15.704,16.646,17.624,18.638,19.686
